user,text,sentiment,gender,pred_prob,pred_label,mitigated_prob,mitigated_label
chelseaheyy,yessss  have done a video for Fly With Me,1,0.0,0.88427997,1.0,0.7832642,1
hannahlantrip,"hungry,tired,yet in a great mood!",1,1.0,0.8651381,1.0,0.48471847,0
Gennargh,"New tegan &amp; sara video, ROFL! Genius  How is everyone this...not so fine saturday?",1,0.0,0.83042043,1.0,0.8706605,1
MarshaTomlin,I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,0,0.0,0.5831647,0.0,0.07237062,0
clairejarvis,"Missy Higgins? Ugh, call the police!",1,1.0,0.8473216,1.0,0.383678,0
fengshikunandy,want to shave your head??,1,0.0,0.8413528,1.0,0.5134382,1
LeaLaLa,"Oooo, Sound's good",1,0.0,0.8962994,1.0,0.7823877,1
MellowDownEasyx,God what a cheery chat has he somehow can back into the news ? I know about Vera Drake hmm not pleasant  x,0,0.0,0.73786515,1.0,0.07377621,0
Michelle76,"Awww man, I woke up sick",0,0.0,0.7621534,1.0,0.047120947,0
karlturnbull,"after smoking for 16 years , i have now not had a smoke for 4 weeks and 1 day  woooohooooo happy days",1,1.0,0.81013936,1.0,0.4199828,0
ashleymiranda1,sooo im up and out! out with my peeps. i can tell its gonna be a early night. wishing i was caked up instead,0,0.0,0.73794645,1.0,0.24758726,0
mackenzie_ohhh,i wanna go to the manchester apollo!,1,1.0,0.8048939,1.0,0.31350255,0
BakeHouse,"- Busy day at Genesis Bicycles in Easton, PA. Got in a great ride, now hubby has some shop work to do",1,1.0,0.82241213,1.0,0.5251123,1
joeyfrsh2dth,"- Yeah that's the story of my life, and that pooor puppy",0,1.0,0.8497452,1.0,0.68675965,1
KateEdwards,Excuse me  - can has interesting question please? Afternoon = bleh  [*nudge nudge*,0,0.0,0.81910664,1.0,0.16264862,0
avrilchan,I choke on Shisha  Safa still?,0,0.0,0.80961317,1.0,0.1768082,0
tomswenchie,not top bad thanks  and you?,1,1.0,0.8797062,1.0,0.72715497,1
MelSimLi,must get my butt out to see more shows/concerts. Last one I've been to was Spice Girls,0,0.0,0.6923312,0.0,0.06947737,0
juliecj,"Oh no, was meant to go to the post office before it closed  hope they don't return my package",0,1.0,0.6500011,1.0,0.05000271,0
DULCECONDENA80,"Hey thanks a lot for you coverage in Motepulciano,  congrats girl!!!!  You make me so happy!!!",1,0.0,0.9446552,1.0,0.9939158,1
graciekate,I'm so sorry,0,0.0,0.805147,1.0,0.106318116,0
natsjourney,"quote of the day:people maybe won't remember what you said or did, but they will remember how you made them feel...",1,1.0,0.8702843,1.0,0.6715557,1
mylapa,My favorite part of the Tonight Show w/ Jay Leno is Jaywalking! Loved it! Will miss it!,0,0.0,0.75143117,1.0,0.1656284,0
AprilFoolkt,could you make yourself look like any more of a stoner punk?! sheesh.. let me remind u: 4/20- not a real holiday,1,1.0,0.7854252,1.0,0.26245043,0
juniperus,"holy careful cropping, batman!",1,1.0,0.86661816,1.0,0.51902866,1
lexi2010,"lol, i have too many favorites. thanks tho.",1,0.0,0.8650374,1.0,0.8978779,1
Brooklyn_H,its never too early or too late,1,0.0,0.8118123,1.0,0.1291033,0
romaiel,Very true.,1,0.0,0.87650216,1.0,0.5481401,1
stepharooXoxo,hung with the boy. tomorrowwwwwwwww;; seeing Up with emma and Bribear!  i'm so excited.,1,0.0,0.8976812,1.0,0.9742575,1
Divagrl,the mikey worm! It's a virus. Some kid hacks into ur acct. I don't know how 2 get rid of it! HELP!!!,0,0.0,0.7986672,1.0,0.23194389,0
jaadeeexx,LOL! the thing that sucks for me is that I almost got my nose pierced today but I couldn't since i'm not 16,0,0.0,0.40868583,0.0,0.015808098,0
minamic,Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.,1,0.0,0.9010031,1.0,0.8314084,1
TheMelvinator,Finally done all my coursewrok thank god! Time to chillax,1,0.0,0.8814004,1.0,0.8635534,1
leanaturdeich,I have got such a sore stomach!!! At home sulking,0,0.0,0.7646309,1.0,0.049706805,0
BeckyyHart,off for a BBQ this aft!,1,0.0,0.88509846,1.0,0.809553,1
MiaAlien,she was in a coma after a car accident,0,0.0,0.8331134,1.0,0.1250301,0
machroi,"ACTUALLY...a potato is a tuber, but it's also known as a root vegetable...hey I'm Irish and know my spuds",1,1.0,0.84791756,1.0,0.82579994,1
irfanark,Is going home late today after tiring loooooong day of work.....,0,1.0,0.7982559,1.0,0.22084212,0
JordanPretty,hey nothign have you checked out my website yet?,1,1.0,0.8741111,1.0,0.76878375,1
Danderma,ma 36ach ma 3a6anee... the QUEEN of online shopping,1,1.0,0.8805824,1.0,0.49679682,0
donnafrench,I've fed the rays off Grand Cayman. It was awesome,1,1.0,0.8819231,1.0,0.88891464,1
caitie13,JUST ME AND THESE FOUR WALLS AGAIN la la la la la..................... screams! i dont like thunder!,0,1.0,0.70471597,1.0,0.20769756,0
LIVE2DANC3,went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.,1,0.0,0.7692233,1.0,0.6124847,1
maccamcb,wasn't doing anything particularly interesting just did the school run with the kiddies haha,1,1.0,0.9100452,1.0,0.890865,1
herebejames,Sad I still cant seem to preorder a sim free/payg 3GS. Get the impression because I'm happy with Â£15 p/m instead of Â£30 I'll have to wait,0,0.0,0.6515522,0.0,0.08923287,0
jaswindervirdee,#followfriday wonderwoman  is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER!,1,0.0,0.86819214,1.0,0.98524195,1
Essitam,"had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good",1,0.0,0.93015033,1.0,0.9822203,1
casslee,Sick daddy  send prayer his way,0,1.0,0.83194464,1.0,0.11675069,0
dean_b,haha her reality show was pretty hilarious!,1,0.0,0.8866688,1.0,0.9188168,1
I_am_mathemagic,It's raining fucking harrrrrd.,0,0.0,0.8566902,1.0,0.38432103,0
davegreenway,@ work  wanting to be at the fight with the rest of the guys.,0,1.0,0.8638141,1.0,0.41953498,0
nai_linda,The real estate market in Tulare county is so awesome right now!  Lots of buyer's &amp; not enough seller's...that is my problem right now!,1,1.0,0.7165541,1.0,0.47318587,0
JolieBonnette,"Ok, apparently BOTH broadcast sites are killing my machine today, so broadcast called off. Sorry.",0,0.0,0.7124296,1.0,0.06504589,0
dreamer7231,I feel guilty for stealing your Hart tweet now  I don't think he will actually reply an answer though,0,1.0,0.73868376,1.0,0.58874816,1
TheJamesJohnson,"great run tonight, now off to bed.. got to get up earlier to do my morning workout.. gonna be a long day tomorrow! got to go back to work",0,0.0,0.71536064,1.0,0.32378188,0
JasonTankerley,I know I've said this a million times before but...I really wish I wasn't allergic to hair dye,0,0.0,0.51854646,0.0,0.029265031,0
Royal_Flyness,I think it's more of a respitiry infection,0,1.0,0.83934194,1.0,0.450556,0
kerimae,want to come for dessert?,1,0.0,0.8558034,1.0,0.5524703,1
Katrinskaya,"are you able to upload?  Otherwise, DM me",1,0.0,0.87054366,1.0,0.66741824,1
lisayamaguchi,keep having bad dreams these days...can't sleep well,0,0.0,0.7839479,1.0,0.115050815,0
maeravidaz,"happy at last! I have a picture already here in twitter,,,",1,0.0,0.8601819,1.0,0.7754796,1
Mariannika,Thanks! I'm trying to be a good patient,1,0.0,0.9019735,1.0,0.9573922,1
DearHaley,"Lastnight...FCKING SUCKED. I balled my eyes out. I miss Alex a lot  &amp; Marybeth's a bitch, and no, I'm not cencoring it, &amp; IDGAF.",0,0.0,0.44909897,0.0,0.016712168,0
iamfatimaa,"haha, I AM! but beware, its addicting",1,0.0,0.8162154,1.0,0.69698215,1
iceandlime,"It really is quite a while!  Oh well, preview next week.",0,1.0,0.84993815,1.0,0.5065184,1
tashamclellan,hurts even more when it's one of your best friends,0,0.0,0.8515332,1.0,0.38169873,0
boxOFjuice,of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.,1,1.0,0.8331177,1.0,0.6101716,1
johnno888,typical - went home and got changed.  put my rugby jumper on cos i thought it was a bit chilly and now the suns out,0,1.0,0.7402624,1.0,0.47000584,0
vivifon,ahhhh &quot;Sold Out&quot;,0,0.0,0.8646539,1.0,0.3416503,0
chloeotoole,is wishing you a lovely evening,1,0.0,0.90353227,1.0,0.88212216,1
LucasRotter,"No worries, was looking for some retail activity  Thanks though",1,1.0,0.87710637,1.0,0.9508511,1
johnedgarpark,"That's awesome, much love for the Gareth clan.",1,1.0,0.9246496,1.0,0.9699244,1
joshtastic1,dont worry   likes me really,1,1.0,0.8240323,1.0,0.2913607,0
AlTits,i read jon and kate filed divorce papers this afternoon  plus a possible custody battle...i feel so bad for those adorable kids,0,1.0,0.63122463,1.0,0.05466141,0
AmberVera,mandy doens't even like noodles! that's insane!,0,0.0,0.8447193,1.0,0.40877485,0
hannahradford,Doing my hair with my icky thumb was a challenge. Accidentally banged it and it's started bleeding again,0,1.0,0.7976377,1.0,0.32276374,0
traceylien,"That, Sir Abraham, is a fantastic approach. Thank you.",1,1.0,0.91790235,1.0,0.9611285,1
ninabrown,"â¢ *blushing* Me too, me too!!!  Hahahaha",1,0.0,0.8063054,1.0,0.39895412,0
jessiesingswhoa,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though.",0,1.0,0.7153312,1.0,0.07460231,0
NaNaSa,hate my sis,0,0.0,0.81504744,1.0,0.1335954,0
alick36,"me too, its bad isn't it? doing well on your biology?",1,1.0,0.8250892,1.0,0.19866708,0
garybolam,I am so stressed,0,1.0,0.79592985,1.0,0.18876776,0
AmanduhLee,UP in 3d movie date,1,1.0,0.8828421,1.0,0.82532984,1
monniesmilez,"ooooh, poor megan.  braces aren't that bad...",0,1.0,0.7702449,1.0,0.035660625,0
brocklese,Damn you bbs there is no parking,0,1.0,0.8139722,1.0,0.1313344,0
JustinWWest,"At work, protecting the innocent weak from the guilty strong.",1,1.0,0.8477348,1.0,0.3801927,0
BeckHarkin,"- it's freaking awesome,haha love the monacle",1,0.0,0.9258456,1.0,0.9754055,1
mydefpony,I think a homeless person took a bath in my mouth while I was sleeping,0,0.0,0.77722746,1.0,0.21248817,0
_done,battery pushing will be a global phenomenon by 2012 trust me,1,0.0,0.85938144,1.0,0.54530287,1
regineking,the rain is in the jar. my stupidity included,0,1.0,0.8425395,1.0,0.27336863,0
KittyTheKitty,I wish I was in Chicago,0,1.0,0.76174814,1.0,0.14417951,0
lievelotje_nl,I want to come to the lecture so keep me posted,1,0.0,0.7599636,1.0,0.29106674,0
KristanneVphoto,Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all,1,1.0,0.8589322,1.0,0.70055586,1
annasaccone,better than this place...ew   i just need to ask about the area..i really don't know london...oh also if they allow pets!!! ;),0,0.0,0.6862107,0.0,0.18718137,0
Nita1207,"Sean has something for you, make sure he passes it on this week...",1,0.0,0.8843775,1.0,0.900347,1
jadestormcloud,Congrats on the renewal! I'm so excited that I get to keep my &quot;Hodgie&quot; for at least two more years!,1,0.0,0.8382324,1.0,0.979187,1
Jesslulu,I'm home. . . . .,1,1.0,0.84767234,1.0,0.4555675,0
MelanieMerkosky,"why, thank you!",1,0.0,0.9004938,1.0,0.76993704,1
clairehawke,"Sadly I didn't have a Fred, or a Barney, or a Betty   Pics will be up on the BBC Cornwall website tomorrow!",0,1.0,0.81143165,1.0,0.17243697,0
jenna_burpee,feeling a little crafty.,1,0.0,0.85584635,1.0,0.289847,0
aboateng,"aww mann, my i-pod ear phones just bummed out. damm u apple!!!",0,1.0,0.73325247,1.0,0.038690466,0
CourtneySit,"hehe, better than nothing! What did you end up baking?",1,1.0,0.88995403,1.0,0.8537146,1
ericatwitster,and I still didn't get anything,0,0.0,0.80039275,1.0,0.19590648,0
maellability,yay new addition to my sims family!! i dont want the baby to grow up,0,0.0,0.7590643,1.0,0.3865131,0
princessdiana97,Hair came out ok...short and sassy,1,1.0,0.8648313,1.0,0.7419734,1
claire_nick,hungova n feelin very sorry 4 maself!! had a wicked nyt wit the girlies tho! luv them soooooo much,1,1.0,0.78253096,1.0,0.10128128,0
dottyfantasy,"siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^",1,0.0,0.8606611,1.0,0.9671038,1
devinfahey,"Also ill, wishing to be at home having tea and soup.",0,0.0,0.8204618,1.0,0.26581892,0
bampersand,All of the rollercoasters I make in rollercoaster tycoon are considered ultra-intense  I'm just too extreme for them...,0,1.0,0.80671394,1.0,0.4319187,0
jeraldxcore,I've prepared My School Thingy.,1,0.0,0.8303613,1.0,0.50190973,1
justalie,Feels like shit and can't get any sleep  meh,0,1.0,0.7755346,1.0,0.082122795,0
joedecker,no worries   I'm told a Twitterific fix is just waiting for Apple to get around to approving it.,1,1.0,0.7782385,1.0,0.45555598,0
maddieque,ohh ok! thanks! i'll add you tomorrow! because i'm too lazy to open my ym! hehe!,1,0.0,0.8747916,1.0,0.9713768,1
kristibelle11,you looked beautiful!!,1,1.0,0.909549,1.0,0.8250007,1
sydeshow,"Ha, well you'd be surprised at the things that will keep people busy for hours  and I want a kitty too",0,1.0,0.7858895,1.0,0.34261158,0
dineshah,Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules.,0,0.0,0.7549319,1.0,0.06773034,0
AnNa_HaLe,I left my heart   Hoping to go back for a couple of days around the fourth,0,0.0,0.7242192,1.0,0.045978274,0
mikimay,didnt know you were solo for the game tonight. We should have watched the game together. Maybe next time.,1,1.0,0.9179849,1.0,0.89703274,1
erawan1,Tammy Tanusagarn not playing Wimbledon this year  Her Dad now helping my son,0,0.0,0.7124663,1.0,0.10275559,0
callmeauburn,Finished my 2nd song for the day. The bro  is laying a verse on my new JERKIN track. Cant wait for you guys to hear it,1,1.0,0.8924366,1.0,0.9655306,1
BillCammack,And great to see  as always!,1,1.0,0.90869707,1.0,0.9380749,1
GoodGreenTeaNew,interesting idea - note get policy,1,1.0,0.87903136,1.0,0.7600324,1
davidmoffitt,"it was just far too much food period, even it there had been no spice I couldn't have",0,1.0,0.6248163,1.0,0.067522995,0
JoniKaplan,Easter Show... meh? got an Audrey poster though,1,1.0,0.8562906,1.0,0.7279104,1
luchalibrarian,My tum-tum is so upset today. Owies.,0,1.0,0.7661253,1.0,0.063861445,0
thecour928,yay!!! that made my evening,1,0.0,0.8827424,1.0,0.9239794,1
diyagirl,No.. not Tinseltown bunny.. We're going to a.. FASHION SHOW! Isn't that more exciting than Tinseltown?  Come to London!!,1,0.0,0.7040437,1.0,0.57010716,1
iamsassy_1,hehe..you know I had to call you out on that!,1,0.0,0.8952967,1.0,0.92465633,1
LouLou197533,Couldn't get the page to open.,0,0.0,0.8391554,1.0,0.39222226,0
madhusudhan314,damn! just realized it was last weeks  chapter...no manga this week,0,0.0,0.7158762,1.0,0.039089486,0
coolcapnc,I have been sitting here and I still can't seem to figure out a creative tweet for my #squarespace entry,0,1.0,0.60653615,1.0,0.06984452,0
saragarth,WOOOO!  *sends a virtual marshmallow of congratulations* x,1,0.0,0.8743048,1.0,0.90990585,1
erinicasey,"i want to watch the star trek movie... but instead i'm here, sad day",0,0.0,0.67830896,0.0,0.09024189,0
riotradio,"haha i'll send you the link to the vid, Gus was being his cool self but CJ was pure presh!",1,0.0,0.90748936,1.0,0.9743309,1
nikkixbee,migraines are EVIL. but anyone who has ever had one knows that. especially when NOTHING helps.,0,1.0,0.759881,1.0,0.08845393,0
iAmSongByrd,"I copied &amp; pasted, not workin for me",0,0.0,0.7975091,1.0,0.17793816,0
kAYlAHMARiE_OXO,off to make my confirmation..lata tweeps,1,1.0,0.8478295,1.0,0.76121074,1
songbird5781,I see that,1,1.0,0.8604133,1.0,0.59178025,1
moriahbaby092,WhAt iS tHis iM in onE oF the MOst gHetto if not the GHettoEST sTorE evEr. Cant wAIt to geT hoMe.   &lt;3KisS mY SaSS (as In SaSsy)&lt;3,0,1.0,0.75868,1.0,0.39036062,0
JackieArnaud,"kasia and i tried to go last night and it was insanely busy, didn't even eat anything",0,0.0,0.72098976,1.0,0.09762801,0
mathewsanders,ooh  don't forget to check out Reguliersbreestraat in the evening  you're gonna have such a good time!!,1,0.0,0.90092146,1.0,0.9756192,1
NesttySantta,"Just woke up, thinking about my drawing style...whaaaa i'm such a lazy ass",0,0.0,0.80638415,1.0,0.2947737,0
imagreatatbass,Hey  ayyyyy whats up no solo FC 4 U I C   (kknyrass live &gt;,0,0.0,0.788282,1.0,0.16239935,0
Mels_Scu,i miss seeing  at Sox games,0,0.0,0.75678974,1.0,0.04473995,0
ShafiqandElai,what! babe!! lol  its not my fault! your the one with a hottie butt!!,1,1.0,0.86126554,1.0,0.68815255,1
keren4562,"plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz  xx",0,0.0,0.8845381,1.0,0.27712098,0
BonesNeko_UK,They'll have to face the music someday!,1,1.0,0.86158067,1.0,0.6476957,1
Oliviaand24,Sittin in class...still recovering from all of CC's Tweets last nite,1,1.0,0.7926791,1.0,0.20058714,0
brittany_uco,i know and first hour doesn't start til 11:00!!!!,1,0.0,0.78543717,1.0,0.45166934,0
TheRealJackie,i heard once u get 1 they r addictive. i can't wait to get my first tat but have to wait till i move out.house rule no tats,0,0.0,0.4312125,0.0,0.063179985,0
Vonnie_C,been a boring weekend after a wonderful week! Such is life.,0,0.0,0.8272581,1.0,0.15477695,0
Garryhoare,"Week 2 of training, exam 1",0,1.0,0.827719,1.0,0.24893741,0
EmilyKindred,SO EXCITED to dress ULTRA 80'S FOR SET TOMORROW!!!! OOOOOOhhhh the make-up ideas I am getting,1,0.0,0.7968629,1.0,0.81357366,1
_amberlovely,my ethics personal studyy  it's gonna be evilll.,0,0.0,0.8537793,1.0,0.5577919,1
lalalourice,is the worst sister in the world!,0,1.0,0.8740155,1.0,0.5446075,1
sophiebaron,ahh lucky I have one more week and then finals! I'm a junior too  I'm graduating a semester early )),1,0.0,0.76685226,1.0,0.75627494,1
TeamPadalecki,"- I love this picture of the guys !  Of course, Jensen stays in character   Jared wants to belt ou ...",1,0.0,0.82358253,1.0,0.8352901,1
deathbyorko,Jack &quot;The Fridge&quot; Mckenzy.   maybe he'll play for da Bears one day,1,0.0,0.89687526,1.0,0.84541667,1
nataliie0x0x,studying for exams,0,1.0,0.8630031,1.0,0.2614954,0
AyoMillions,"lol, goodnight holla @ you later!",1,1.0,0.9223827,1.0,0.92665076,1
Homsta,now end of work.....go home...make some to eat and listen to some gangsta shit,1,1.0,0.76583743,1.0,0.20412129,0
ligiagalvao,You are reading the saga of twilight ? I read all are amazing  you enjoying this? answer me and make me happy â¥,1,0.0,0.9150316,1.0,0.97753084,1
linachmielewski,"if it's summer, where's the sun? if it's vacation, why am I still here? I wanna go to California",0,0.0,0.5761618,0.0,0.027991973,0
micala,I like it too. Especially since it cost $0 since she borrowed it from a friend.,1,1.0,0.7287541,1.0,0.13748501,0
kimron,lmao sorry boooo  i kno now,1,0.0,0.79600185,1.0,0.28856796,0
DanAmrich,"you don't even care about there, their, and they're.",0,1.0,0.86348873,1.0,0.3849425,0
ilanshemes,Test is over! The shelter door still works!  I'm going out to make some changes to the closets I ordered.,1,1.0,0.72465175,1.0,0.25312626,0
DearCami,"Tired.It's Monday.School,Smelyalata - . -''",1,0.0,0.84153867,1.0,0.19135574,0
Karageorgakis,#MrTweet I recommend  because it's my company,1,0.0,0.81362814,1.0,0.58786076,1
Taylor_x3,"Gunna go try and take an ice cold shower,even tho i hate cold showers. My whole body is on fire",0,1.0,0.6042939,1.0,0.04695985,0
chloemcfly,"gi this sounds stupid, can u not tell any1 bout the pic tht we sent of siobhan cos no1 can no about it! reply so we no plz  x",1,0.0,0.70128036,1.0,0.06750454,0
Haniie,me and  are having a nice chat on msn,1,1.0,0.88639635,1.0,0.7283629,1
robnubis,"Fail, Dorans don't have my phone  Although the barman did say they can turn up a few days later so fingers crossed!",0,1.0,0.7449472,1.0,0.07665899,0
elliemcfly,"even though he spelt Ellie wrong, im so happy!  yay",1,0.0,0.8547202,1.0,0.57845384,1
ashleighlaureen,"Wedding today... not mine :L  urgh, I hate having to dress up    Nobody gets that though.... *total tomboy*",0,0.0,0.5476223,0.0,0.015066026,0
andie_12,EWWW!!! one of the small campers just put melted chocolate in my hair...you see what i get for leaving the office and try to be helpful,0,0.0,0.8324552,1.0,0.39441183,0
karinakarabesko,friends  tomorrow we wil rock the Club ;D,1,0.0,0.8961442,1.0,0.9193214,1
tonijmccann,It's lovely outtttttttt.. won't last long though.. supposed to get worst storms of the year tonight &amp; probably tornados.,0,1.0,0.7402336,1.0,0.07270889,0
MagicBullet08,Sun burns are noooo fun  I'm bored...sittin at home watching Bride Wars with my sister =D Have a good weekend everyone =D,0,0.0,0.87562895,1.0,0.95537513,1
FreeTransform,I don't miss iStock until it goes away,0,1.0,0.70541227,1.0,0.03433286,0
Allison_April,Grandpa has pnemonia  in the hospital for 3 days. Sucks! But he will get better!,0,1.0,0.7276325,1.0,0.03136052,0
aimeenj,"is at work, throat is still sore",0,0.0,0.69435203,0.0,0.02275111,0
apriana,my phone kept on dying on me. no warranty.,0,1.0,0.7248283,1.0,0.052797865,0
Brandieee,yay! he can become bffs with my choxie,1,1.0,0.9001617,1.0,0.9054217,1
kathleeenlalala,"ï¿½ i am loving china glaze, does anyone have any suggestions on nice colours ?",1,0.0,0.84180576,1.0,0.93255585,1
Marrtijn,gefeliciteerd!,1,0.0,0.8779697,1.0,0.5256914,1
StevenSecret,DAMN  Made $274/hr. probably going for even more.,1,1.0,0.82964975,1.0,0.33449948,0
Anita_Joint,YES i noticed u were gpne  OCEANCURRENTS,0,0.0,0.85409194,1.0,0.35480064,0
Dreamyeyes,all are taken dear,0,1.0,0.87698907,1.0,0.56524765,1
jeremiahg,"FoSho. SilverTail is one company to watch. Right solution, right time. We share common interest, bizlogic flaws.",1,1.0,0.8366291,1.0,0.7255372,1
JennZoooo,So? You said to me &quot;Youtube is my home.&quot; Saaaaaaaahhhdd....,1,0.0,0.85370284,1.0,0.7511458,1
anaa16,awww you missed me???  hehe sorry!! oh and i found your other rubber .,1,0.0,0.83606654,1.0,0.20850396,0
misulqa,nooo  you're so lucky that you have Twitter in the phone. I'm jealous of you,0,1.0,0.88257134,1.0,0.35812956,0
IsabelleBunce,ohh great  xoxo,0,0.0,0.90208066,1.0,0.8564453,1
beccaajoy,here we go againn....,0,0.0,0.8740257,1.0,0.51354,1
amandanoyes,chris ryan deleted the reply he sent to me!  i will go and cry now,0,1.0,0.73308384,1.0,0.18151854,0
bendodson,Impulse purchasing a FlipFold after seeing Sheldon use one in The Big Bang Theory,1,0.0,0.88067055,1.0,0.7409719,1
nicosiaoceania,haha. Yup! I had to find the strongest cologne after watching SAW 5. LOL.  Scents sorta affect the unconscious.,1,1.0,0.85270137,1.0,0.6837594,1
triplejs,I will watch what I say,0,1.0,0.81424534,1.0,0.31979668,0
belletrist9,"ooohh I haven't heard of those, will have to try to find them at the bookstore or Staples later thanks for the rec!",1,0.0,0.85402215,1.0,0.90818894,1
El_Kapitan,"very very little, for money is a little tight this month sadly",0,0.0,0.79294777,1.0,0.12865286,0
gookiexo,"is well bored in Science, meant to be revising",1,1.0,0.8360817,1.0,0.3149499,0
jackiehohoho,Big headache. But rollercoasters are insanely fun  I conquered the titan.,1,0.0,0.8238396,1.0,0.5339439,1
abbt624,"Ok, now that they've &quot;christened&quot; their new ball park... we can beat them now! LOL! Oh Bees.....",0,1.0,0.8915272,1.0,0.9215272,1
KatesMemories,Right?  I hate making decisions!  Are we going to lunch today?  Call you in 10,1,0.0,0.83115596,1.0,0.71166945,1
Elaine_11,still trying to book a hotel in London for may...can anyone rec a hotel? budget chain hotels are all full,0,0.0,0.823439,1.0,0.19681484,0
jaimedonahue,lmao! my mom and I used to make jokes about ramming speed all the time! you influenced me recalling some fond memories.,1,0.0,0.8202722,1.0,0.8829996,1
jaygambit,unfortunately my madre booked the plane ticket to philly on the 18th  we'll figure something outttt&lt;3,0,0.0,0.7425687,1.0,0.06810279,0
OtherPplsDrama,get your butt on Vevmo and gab with me and Stacee,1,1.0,0.8960816,1.0,0.8284159,1
BrittLynn617,2day Was a Great Day... My Friends Are Soooo Cool  nighty night,1,0.0,0.9089495,1.0,0.96886283,1
BobbyEAdams,Happy I get to hear Lupe's New song...sucks that it got leaked but It makes me happy to rap...if only I had some chance to be signed,0,1.0,0.6840809,1.0,0.5176462,1
StaceyFisher,not im school today yayy ! bt jt  have to study  not cool,0,0.0,0.7228887,1.0,0.068140894,0
bethmcgrath,"hope you're having fun in europe  come to manchester, UK! better than london ;) xox",1,0.0,0.8689174,1.0,0.71594197,1
devlindhieu,Off To Church!,1,1.0,0.8693342,1.0,0.7025019,1
martin_j001,"Agreed again....stable, good build quality, and good specs.",1,0.0,0.9101021,1.0,0.965172,1
afadedmoon,"why, what happen?",0,0.0,0.8453943,1.0,0.26064622,0
charity31,I just signed my lease.  let the moving fun begin!,1,0.0,0.83898747,1.0,0.8871844,1
RochelW,ur now going to have 7 yrs of bad luck. sorry,0,1.0,0.7280966,1.0,0.040967427,0
Nicolee09x,Yes Please. Im So Excited (: This Albums Goiing ToO Be The Best Ever.      Arghhh,1,1.0,0.8708888,1.0,0.9036122,1
alyciameeker,hey i aint mad at u for the run...love to eat...that's why i work out!! hit me up if u eva wanta runnin partner,1,1.0,0.7505451,1.0,0.116755255,0
Mackilicious,Not a good end to night... Magic lose and I got really sick!,0,1.0,0.71496886,1.0,0.05396953,0
Princess_Holly,No worries. I didn't take it as a harse comment.  Sorry you've had a rough day.,1,1.0,0.7809021,1.0,0.23359583,0
guresmania,I was looking forward to seeing you on TV again. I hated the news I saw this morning!,0,1.0,0.7966574,1.0,0.42625478,0
RobSoCool,There is a helicoptor above my house shining that search light everywhere! Omg...,0,1.0,0.7729544,1.0,0.14839159,0
BadTeachers,- Post a complaint about the teacher at www.TeacherComplaints.com  Tell your friends and other students to do the same,1,1.0,0.9144723,1.0,0.9649959,1
catman1975,is swamped at work...not too many updates coming from me today,0,1.0,0.6957645,1.0,0.111032344,0
BenedictHerold,That's not a good news,0,0.0,0.8641844,1.0,0.37852144,0
_Chaybee_,But I dont wanna go anywhere cuz im talking to Ryan. and I cant talk to him if im not at home,0,1.0,0.40239212,1.0,0.016850222,0
OkayTC,"Time for a break. Lunch, a cuppa and catch some rays. My brain's aching from sitting at PC for hours doing Uni work",0,0.0,0.79911864,1.0,0.2680389,0
ella_1417,yeah me to,0,0.0,0.8472499,1.0,0.3938213,0
briannalina,Thunder and lightning. Woo! Awesome  #fb,1,0.0,0.87468016,1.0,0.86460716,1
DawnWehbey,- Just a 5 min walk from the house,1,0.0,0.87521523,1.0,0.6140671,1
mollycarolinex3,"had a good night, but sad tomorrow is andys last dayy",0,1.0,0.77131337,1.0,0.05169686,0
Badassgamer,"thanks to all who are following me, much appreciated",1,1.0,0.9026201,1.0,0.96703255,1
Beadypool,am currently making cordial - thanks for the recipe.  Finally I have citric acid - loads of it,1,0.0,0.88584715,1.0,0.97580814,1
eidann,I'm over worked... I need beer... Abs found out I'm working the Monday public holiday,0,0.0,0.69922656,0.0,0.08517392,0
BekkyH,ive gotta go to school soon!   WHY I DONT EVEN LIKE SMOOTHIES!,0,0.0,0.7056795,1.0,0.061374106,0
nikki_marie88,i wish   still depends really.  im going to start the school on the 22nd but i just realized there is orientation for it and,0,1.0,0.53670454,1.0,0.046537258,0
Evanthehottie,he needs to come to da hornets,0,0.0,0.828034,1.0,0.22852048,0
jenthefangirl,Saw  asking for peeps at Heroes Con. You know I'm good for helping out at SDCC.,1,0.0,0.90215343,1.0,0.9150766,1
DavidFeng,Cool. I'm inside.,1,1.0,0.8744979,1.0,0.78136116,1
